Pyramidal gran_denormal - test_accuracy,Pyramidal gran_denormal - train_accuracy,Pyramidal gran_denormal - test_loss,Pyramidal gran_denormal - train_loss,Step,Pyramidal petit_normal - test_accuracy,Pyramidal petit_normal - train_accuracy,Pyramidal petit_normal - test_loss,Pyramidal petit_normal - train_loss,Pyramidal petit_denormal - test_accuracy,Pyramidal petit_denormal - train_accuracy,Pyramidal petit_denormal - test_loss,Pyramidal petit_denormal - train_loss,Pyramidal gran_normal - test_accuracy,Pyramidal gran_normal - train_accuracy,Pyramidal gran_normal - test_loss,Pyramidal gran_normal - train_loss
0.15136363636363637,0.1003448275862069,2.3644088181582363,2.3940079410596824,0.0,0.17863636363636365,0.15045977011494252,2.353048496246338,2.4082331386653855,0.1940909090909091,0.14551724137931035,2.2389192442460493,2.34749928923859,0.12681818181818183,0.16655172413793104,2.3899291957508435,2.320937183423974
0.16772727272727272,0.1513793103448276,2.279706933281638,2.3470857960054246,1.0,0.21136363636363636,0.18586206896551724,2.20676681952043,2.2881917933760016,0.21818181818181817,0.18275862068965518,2.2015721182389694,2.27427861410996,0.21454545454545454,0.1906896551724138,2.3477367877960207,2.2723552268675005
0.1968181818181818,0.17195402298850573,2.2288752590526233,2.2913075164268757,2.0,0.22136363636363637,0.18747126436781608,2.206355965787714,2.2705934686770384,0.23,0.19344827586206897,2.181986394362016,2.2632389741656422,0.2359090909090909,0.19758620689655174,2.2123989738117564,2.256658217550694
0.2018181818181818,0.1857471264367816,2.212829420783303,2.2676415248300836,3.0,0.25136363636363634,0.2052873563218391,2.169632504203103,2.2535298810059996,0.22727272727272727,0.20724137931034484,2.1829076853665437,2.240821821388157,0.20045454545454544,0.21402298850574714,2.2087885171716866,2.244250504614293
0.20136363636363636,0.19666666666666666,2.2092057635567404,2.2613699051429483,4.0,0.225,0.22,2.2034345002607867,2.23634853659005,0.245,0.20942528735632185,2.1669124776666813,2.2340385999350714,0.24681818181818183,0.21160919540229886,2.155346284346147,2.2354847287583626
0.20954545454545453,0.19528735632183908,2.1964543706720527,2.2565304860301403,5.0,0.22136363636363637,0.22873563218390805,2.231234374479814,2.2178807850541737,0.23545454545454544,0.21413793103448275,2.1560155140269885,2.2324742501357506,0.27636363636363637,0.21988505747126436,2.1358853604576806,2.221995919655109
0.1968181818181818,0.2,2.1913746885819867,2.2451967330362606,6.0,0.24818181818181817,0.23091954022988506,2.1523450643366036,2.2054162010105176,0.2559090909090909,0.22114942528735632,2.1481179211356425,2.214379473171015,0.24954545454545454,0.23919540229885058,2.1543804238059305,2.1955639550877715
0.22227272727272726,0.2006896551724138,2.191197222796353,2.24727994348811,7.0,0.24409090909090908,0.2435632183908046,2.150645247372714,2.1895858632010974,0.255,0.22241379310344828,2.1424198497425424,2.208406071060005,0.2559090909090909,0.24597701149425288,2.1524746218594637,2.179499095829054
0.22363636363636363,0.21126436781609195,2.1800125546888873,2.2292595942267055,8.0,0.27045454545454545,0.2504597701149425,2.1341769738630814,2.1738880262703733,0.26681818181818184,0.22632183908045977,2.1330008420077236,2.2016050449459033,0.2681818181818182,0.2464367816091954,2.1222013126720083,2.1815101561053045
0.2190909090909091,0.20988505747126437,2.1892177339033645,2.2351359183212804,9.0,0.2722727272727273,0.24747126436781608,2.1027255006269976,2.167277296548602,0.2609090909090909,0.23758620689655172,2.131672052903609,2.188253738359473,0.2881818181818182,0.24482758620689654,2.1159711881117387,2.174015180763157
0.22318181818181818,0.21068965517241378,2.1780127993496983,2.229377680372918,10.0,0.2718181818181818,0.25942528735632187,2.0990818041021173,2.1585225961400174,0.27,0.24471264367816092,2.1144927380301737,2.179053152347433,0.24772727272727274,0.25103448275862067,2.164485112103549,2.1742610906184403
0.24136363636363636,0.21080459770114943,2.1529180362007834,2.230612002844098,11.0,0.23,0.2652873563218391,2.2315260817787865,2.150186363855998,0.2722727272727273,0.24574712643678162,2.112050835869529,2.171451955554129,0.3018181818181818,0.24666666666666667,2.0767117474295875,2.1686073349262105
0.23636363636363636,0.22206896551724137,2.168921820900657,2.2161907268392627,12.0,0.2881818181818182,0.25678160919540227,2.0777184945886784,2.158597296462662,0.28363636363636363,0.2454022988505747,2.1032260114496406,2.1731209722058527,0.2681818181818182,0.2571264367816092,2.1168938263979826,2.1611654304635937
0.25272727272727274,0.22137931034482758,2.137431571266868,2.208131768347203,13.0,0.295,0.27091954022988507,2.1015571941028943,2.138630047063718,0.2740909090909091,0.24908045977011495,2.090852202502164,2.1570957569692326,0.2672727272727273,0.2579310344827586,2.1113879706642846,2.156934289932251
0.26181818181818184,0.2257471264367816,2.13383018320257,2.1946908453141134,14.0,0.3013636363636364,0.2631034482758621,2.0654178272594104,2.143028436638843,0.28954545454545455,0.25298850574712645,2.0989090676741164,2.1543215669434645,0.2722727272727273,0.2660919540229885,2.1166362311623312,2.1430094977630967
0.25681818181818183,0.21919540229885057,2.1446073055267334,2.1995701219843724,15.0,0.2859090909090909,0.2710344827586207,2.1025386229428378,2.1285682478718373,0.29318181818181815,0.26068965517241377,2.077064482948997,2.1417669696369392,0.29409090909090907,0.2635632183908046,2.0815861017053776,2.143989187657148
0.27045454545454545,0.22160919540229884,2.1222749319943515,2.2024529699347486,16.0,0.2672727272727273,0.28344827586206894,2.151426476565274,2.1201217618481865,0.2840909090909091,0.2642528735632184,2.086027911793102,2.129168605694826,0.3059090909090909,0.26701149425287357,2.06476713700728,2.1395268990527625
0.27,0.22689655172413792,2.123222218426791,2.1949853338044267,17.0,0.3159090909090909,0.27839080459770116,2.0352879671616986,2.118687593525854,0.2868181818181818,0.2577011494252874,2.0954804784601384,2.1407303080065496,0.29954545454545456,0.27229885057471265,2.0827556766163218,2.137042622292179
0.26136363636363635,0.22885057471264367,2.138024671727961,2.186961040935297,18.0,0.30363636363636365,0.2888505747126437,2.0880805804512717,2.108137128106479,0.3018181818181818,0.27091954022988507,2.0543631154840645,2.121664922977316,0.2972727272727273,0.27206896551724136,2.077577709718184,2.13364894011925
0.275,0.23160919540229885,2.103568816618486,2.185406717541574,19.0,0.3104545454545454,0.2727586206896552,2.0598471017317337,2.120809717068727,0.31363636363636366,0.271264367816092,2.0555183029174806,2.128891846667761,0.3181818181818182,0.267816091954023,2.068773981441151,2.14202866905037
0.27954545454545454,0.24172413793103448,2.1036666228554464,2.1802159514372375,20.0,0.30636363636363634,0.28344827586206894,2.0384086322784425,2.1075863151988763,0.2909090909090909,0.27425287356321837,2.060052293430675,2.1103485955863164,0.27545454545454545,0.2790804597701149,2.1205473414334386,2.1307888980295466
0.28954545454545455,0.24402298850574713,2.1102563060413706,2.1710830562416166,21.0,0.3054545454545455,0.28379310344827585,2.0505412500554865,2.0997973882740943,0.3004545454545455,0.277816091954023,2.047780249335549,2.1029311026649915,0.3104545454545454,0.27229885057471265,2.05533351984891,2.137914910371276
0.2822727272727273,0.23885057471264368,2.0966501183943316,2.1780354169867504,22.0,0.30954545454545457,0.2864367816091954,2.0527806256034156,2.0942666700516623,0.28954545454545455,0.284367816091954,2.0581008789756083,2.096758130172203,0.3140909090909091,0.2771264367816092,2.0686353848197245,2.1326926228095746
0.2859090909090909,0.2467816091954023,2.1065317474712026,2.163946653344165,23.0,0.315,0.29126436781609194,2.0552121925354006,2.093348991788667,0.295,0.27873563218390807,2.068201474276456,2.099069206193946,0.29454545454545455,0.27655172413793105,2.082318804480813,2.1237258179982503
0.28454545454545455,0.2413793103448276,2.0932014352625066,2.162174745099298,24.0,0.30863636363636365,0.284367816091954,2.060143684907393,2.0956238023166,0.3068181818181818,0.27988505747126435,2.0420362888682972,2.0936822726808746,0.30727272727272725,0.27206896551724136,2.0779390673203904,2.127565792346823
0.2822727272727273,0.24919540229885057,2.075690569444136,2.160238854528844,25.0,0.31863636363636366,0.296551724137931,2.0518452696366745,2.0823521200815835,0.3209090909090909,0.2924137931034483,2.026693538318981,2.0795123763468073,0.315,0.2832183908045977,2.065868341706016,2.1231273300346287
0.28454545454545455,0.254367816091954,2.108385693810203,2.1495296967166593,26.0,0.31545454545454543,0.29482758620689653,2.0463177238811148,2.087147677081755,0.31772727272727275,0.29333333333333333,2.032358094995672,2.08671342290681,0.30636363636363634,0.2811494252873563,2.0579958577589554,2.116575919293809
0.28363636363636363,0.24689655172413794,2.095688118501143,2.156945614650332,27.0,0.2972727272727273,0.2905747126436782,2.0614364624023436,2.0798112929552452,0.33,0.29310344827586204,2.0218216922066428,2.0832444052860652,0.32136363636363635,0.2767816091954023,2.0482150407270954,2.123575770060221
0.2772727272727273,0.25103448275862067,2.116366601423784,2.1470064239940423,28.0,0.32227272727272727,0.2927586206896552,2.036627422679554,2.0807111623917502,0.3140909090909091,0.29195402298850576,2.0460330494967374,2.0675530656178793,0.30227272727272725,0.2806896551724138,2.0697435803846878,2.1185797838232983
0.2968181818181818,0.24839080459770116,2.0852951509302313,2.1504914632336845,29.0,0.31727272727272726,0.2983908045977012,2.0108313768560238,2.071157389454458,0.31272727272727274,0.2964367816091954,2.022716422514482,2.0623414419985364,0.31636363636363635,0.28195402298850575,2.0489266022768886,2.113890721112832
0.2972727272727273,0.25862068965517243,2.0697973312031137,2.1404673615817367,30.0,0.3231818181818182,0.2985057471264368,2.02554556239735,2.070920312925317,0.3181818181818182,0.30448275862068963,2.01931340304288,2.0611168414148793,0.3109090909090909,0.27954022988505745,2.0505765360051935,2.1112937146767803
0.2913636363636364,0.254367816091954,2.0747710791501133,2.1395589277113993,31.0,0.3336363636363636,0.30586206896551726,2.003187659003518,2.0626581412348255,0.3231818181818182,0.2960919540229885,2.0164907897602427,2.049680648452934,0.27090909090909093,0.28448275862068967,2.106813455061479,2.1148402706233935
0.2859090909090909,0.2597701149425287,2.0952174186706545,2.1400154194886656,32.0,0.31863636363636366,0.3,2.0411988639831544,2.0663640892642667,0.3118181818181818,0.3096551724137931,2.025210652784868,2.0505422186577458,0.3145454545454546,0.2845977011494253,2.051795204335993,2.1110027742933952
0.3,0.2514942528735632,2.0693970680236817,2.1474143451383743,33.0,0.3381818181818182,0.3064367816091954,2.0083888548070736,2.0582635281003756,0.3159090909090909,0.31471264367816093,2.0237013071233574,2.042816203435262,0.3140909090909091,0.2833333333333333,2.052876075397838,2.1155173277580874
0.31,0.25551724137931037,2.0510310346429996,2.1385740204515127,34.0,0.3159090909090909,0.3120689655172414,2.0312244137850675,2.044185617709982,0.32227272727272727,0.30908045977011495,2.0053247677196158,2.031480196700699,0.3018181818181818,0.2788505747126437,2.055053046833385,2.1196848248887337
0.30954545454545457,0.2642528735632184,2.0568076359141956,2.1323022788694534,35.0,0.33045454545454545,0.3062068965517241,2.0119756169752643,2.0546292321435335,0.33136363636363636,0.32632183908045975,2.003023303638805,2.0292825569503607,0.31272727272727274,0.2828735632183908,2.060408066402782,2.1159963870870655
0.2781818181818182,0.2613793103448276,2.066710981022228,2.123469364999355,36.0,0.32,0.3125287356321839,1.9988127240267668,2.0518182059540147,0.33045454545454545,0.31551724137931036,2.016748253215443,2.0279782890451363,0.2968181818181818,0.28367816091954023,2.0786286813562564,2.1118734828905126
0.30636363636363634,0.2667816091954023,2.0583878430453213,2.1269630997756432,37.0,0.3327272727272727,0.30977011494252876,2.005228418003429,2.0481649358245146,0.33181818181818185,0.3179310344827586,2.0078147385337135,2.0287617750277462,0.2913636363636364,0.2874712643678161,2.078987788287076,2.1120946184794107
0.29,0.2664367816091954,2.0712510923905807,2.1145725223935883,38.0,0.3377272727272727,0.314367816091954,1.9874935176155784,2.0425028612421845,0.33181818181818185,0.3249425287356322,1.9976550180261785,2.020364002140089,0.305,0.2786206896551724,2.0630228242007167,2.1102182739082425
0.29545454545454547,0.2639080459770115,2.081137667569247,2.1219894323677853,39.0,0.3372727272727273,0.3164367816091954,1.9953285962885077,2.034390517815776,0.30727272727272725,0.3259770114942529,2.0257088990644974,2.014063260144201,0.3159090909090909,0.2813793103448276,2.042551123012196,2.1148663922013906
0.30454545454545456,0.26908045977011497,2.0559964015267114,2.111532865831222,40.0,0.3377272727272727,0.3175862068965517,1.9985351900620894,2.0342276413139255,0.3159090909090909,0.325632183908046,2.013550689870661,2.0150286739173975,0.305,0.2867816091954023,2.0627897115187213,2.1121656916607385
0.295,0.2725287356321839,2.0762882648814807,2.1085297323643477,41.0,0.3231818181818182,0.3181609195402299,2.001787086833607,2.0339361514168224,0.33045454545454545,0.3311494252873563,2.0141386006095194,2.0043999613290544,0.30727272727272725,0.28264367816091956,2.052668530724265,2.110164198601383
0.2927272727272727,0.2752873563218391,2.073016243847934,2.1084776724892103,42.0,0.3336363636363636,0.31850574712643676,2.016793426166881,2.0250226175373998,0.34045454545454545,0.33873563218390806,1.9949939424341374,1.9906778316936273,0.29772727272727273,0.2803448275862069,2.0650233658877286,2.1196389711314234
0.2990909090909091,0.27413793103448275,2.0602167797088624,2.1086468472974054,43.0,0.33136363636363636,0.32195402298850573,1.998733763261275,2.030375183587787,0.31681818181818183,0.3391954022988506,2.024272033518011,1.9941243188134554,0.31,0.2825287356321839,2.048569982702082,2.11412803134699
0.30863636363636365,0.27080459770114945,2.0538438614931973,2.1067531311649015,44.0,0.3368181818181818,0.3196551724137931,1.9964250235124068,2.019753828048706,0.3281818181818182,0.33655172413793105,2.0008458050814544,1.9823188845316568,0.3159090909090909,0.28195402298850575,2.0320662195032293,2.107379855342295
0.2990909090909091,0.28160919540229884,2.0742936541817407,2.090613514582316,45.0,0.32545454545454544,0.33011494252873563,2.0308684409748423,2.0219409424135053,0.32545454545454544,0.3466666666666667,1.998853725086559,1.9823638347099568,0.32,0.28758620689655173,2.0435417539423164,2.1066195006754205
0.30636363636363634,0.27609195402298853,2.059790045998313,2.101940142423257,46.0,0.3468181818181818,0.3289655172413793,1.985781831741333,2.0199574502309163,0.3336363636363636,0.3388505747126437,2.0059836422313344,1.9890256800596742,0.3145454545454546,0.28735632183908044,2.058162015568126,2.110691721028295
0.31,0.2811494252873563,2.053059253692627,2.0869382325534165,47.0,0.3440909090909091,0.3336781609195402,1.9815944827686656,2.000442967031194,0.3327272727272727,0.3485057471264368,2.0051594881577923,1.9624982715475148,0.3190909090909091,0.28781609195402297,2.028686063072898,2.104356942560481
0.32272727272727275,0.28804597701149426,2.0235001069849186,2.0821581548383867,48.0,0.35363636363636364,0.33241379310344826,1.979354051243175,1.9932351930662133,0.3336363636363636,0.3617241379310345,2.0161845189874823,1.9563093514278018,0.31363636363636366,0.29333333333333333,2.043555560545488,2.1014597398385235
0.3118181818181818,0.2852873563218391,2.0385730431296607,2.0834126072368404,49.0,0.3386363636363636,0.3408045977011494,1.985981728813865,2.002849143784622,0.3331818181818182,0.3554022988505747,2.001792803677646,1.9650929464142899,0.3068181818181818,0.2949425287356322,2.0456812260367654,2.102230442967908
0.31545454545454543,0.292183908045977,2.030702322179621,2.0749374641769234,50.0,0.3440909090909091,0.33,1.991789503097534,2.0057316114710666,0.3377272727272727,0.354367816091954,1.992452534762296,1.9617256485182664,0.32227272727272727,0.29379310344827586,2.0288866710662843,2.101301115079858
0.30636363636363634,0.28804597701149426,2.049602585705844,2.077387192057467,51.0,0.35363636363636364,0.3386206896551724,1.9887172586267645,1.9950316483947053,0.3336363636363636,0.3649425287356322,2.016053106134588,1.9529978339973537,0.32136363636363635,0.29229885057471267,2.036951837539673,2.096487341365595
0.32045454545454544,0.2860919540229885,2.033057528409091,2.0792326137937347,52.0,0.32636363636363636,0.3385057471264368,2.016067886352539,1.9867881610475737,0.33545454545454545,0.35954022988505746,2.0055805093591865,1.9402630576868167,0.3181818181818182,0.28954022988505745,2.0411594356190075,2.0973212474516068
0.3118181818181818,0.2925287356321839,2.0410097182880746,2.0713544779810413,53.0,0.3572727272727273,0.3429885057471264,1.9677590968392111,1.989874334444945,0.345,0.3571264367816092,1.9967162444374777,1.9517710701076463,0.32272727272727275,0.28758620689655173,2.0407330252907494,2.100162137459064
0.30772727272727274,0.29310344827586204,2.0370334165746518,2.070592900857158,54.0,0.35454545454545455,0.3448275862068966,1.9737017674879593,1.9792027501950318,0.3427272727272727,0.3671264367816092,1.9882815491069448,1.932071842215527,0.31136363636363634,0.2885057471264368,2.0431892923875288,2.1021382251827196
0.31863636363636366,0.3001149425287356,2.0215150729092684,2.0593460238665,55.0,0.35409090909090907,0.34160919540229884,1.974538072239269,1.983842917913678,0.3372727272727273,0.3685057471264368,2.000719162334095,1.928066180327843,0.31727272727272726,0.2939080459770115,2.032680199363015,2.0985845121844062
0.31863636363636366,0.29804597701149427,2.0263968346335672,2.0591315408684743,56.0,0.3527272727272727,0.3425287356321839,1.9665928493846547,1.9726012843230676,0.3459090909090909,0.3696551724137931,1.9925361381877553,1.9249119330000604,0.3013636363636364,0.29517241379310344,2.054395521337336,2.0994830055894522
0.32227272727272727,0.2964367816091954,2.0406197027726605,2.061680352660431,57.0,0.3372727272727273,0.3542528735632184,2.000879159407182,1.9585652989354627,0.3468181818181818,0.38471264367816094,1.98417913090099,1.908143564476364,0.3181818181818182,0.284367816091954,2.045465398268266,2.1003738571035453
0.32181818181818184,0.29770114942528736,2.0205217482826927,2.056272892349068,58.0,0.34954545454545455,0.3431034482758621,1.9797496734965931,1.9698553734812243,0.3390909090909091,0.374367816091954,2.0006580292094838,1.9103447766687678,0.32,0.29540229885057473,2.034531694759022,2.0907891578235844
0.31136363636363634,0.3086206896551724,2.031839139244773,2.0452796806686226,59.0,0.3527272727272727,0.34735632183908044,1.9602762950550425,1.96684060568097,0.3490909090909091,0.3758620689655172,1.9812928355823864,1.9162715409815996,0.28954545454545455,0.2981609195402299,2.07830359805714,2.0895018773791434
